id,title,abstract,authors,categories,date
http://arxiv.org/abs/2402.08856v2,Approximation of relation functions and attention mechanisms,"Inner products of neural network feature maps arise in a wide variety of
machine learning frameworks as a method of modeling relations between inputs.
This work studies the approximation properties of inner products of neural
networks. It is shown that the inner product of a multi-layer perceptron with
itself is a universal approximator for symmetric positive-definite relation
functions. In the case of asymmetric relation functions, it is shown that the
inner product of two different multi-layer perceptrons is a universal
approximator. In both cases, a bound is obtained on the number of neurons
required to achieve a given accuracy of approximation. In the symmetric case,
the function class can be identified with kernels of reproducing kernel Hilbert
spaces, whereas in the asymmetric case the function class can be identified
with kernels of reproducing kernel Banach spaces. Finally, these approximation
results are applied to analyzing the attention mechanism underlying
Transformers, showing that any retrieval mechanism defined by an abstract
preorder can be approximated by attention through its inner product relations.
This result uses the Debreu representation theorem in economics to represent
preference relations in terms of utility functions.","['Awni Altabaa', 'John Lafferty']","['cs.LG', 'stat.ML']",2024-02-13 23:53:47+00:00
http://arxiv.org/abs/2402.09483v1,Oracle-Efficient Differentially Private Learning with Public Data,"Due to statistical lower bounds on the learnability of many function classes
under privacy constraints, there has been recent interest in leveraging public
data to improve the performance of private learning algorithms. In this model,
algorithms must always guarantee differential privacy with respect to the
private samples while also ensuring learning guarantees when the private data
distribution is sufficiently close to that of the public data. Previous work
has demonstrated that when sufficient public, unlabelled data is available,
private learning can be made statistically tractable, but the resulting
algorithms have all been computationally inefficient. In this work, we present
the first computationally efficient, algorithms to provably leverage public
data to learn privately whenever a function class is learnable non-privately,
where our notion of computational efficiency is with respect to the number of
calls to an optimization oracle for the function class. In addition to this
general result, we provide specialized algorithms with improved sample
complexities in the special cases when the function class is convex or when the
task is binary classification.","['Adam Block', 'Mark Bun', 'Rathin Desai', 'Abhishek Shetty', 'Steven Wu']","['stat.ML', 'cs.CR', 'cs.LG']",2024-02-13 23:40:50+00:00
http://arxiv.org/abs/2402.08847v2,Space-Time Diffusion Bridge,"In this study, we introduce a novel method for generating new synthetic
samples that are independent and identically distributed (i.i.d.) from
high-dimensional real-valued probability distributions, as defined implicitly
by a set of Ground Truth (GT) samples. Central to our method is the integration
of space-time mixing strategies that extend across temporal and spatial
dimensions. Our methodology is underpinned by three interrelated stochastic
processes designed to enable optimal transport from an easily tractable initial
probability distribution to the target distribution represented by the GT
samples: (a) linear processes incorporating space-time mixing that yield
Gaussian conditional probability densities, (b) their diffusion bridge analogs
that are conditioned to the initial and final state vectors, and (c) nonlinear
stochastic processes refined through score-matching techniques. The crux of our
training regime involves fine-tuning the nonlinear model, and potentially the
linear models -- to align closely with the GT data. We validate the efficacy of
our space-time diffusion approach with numerical experiments, laying the
groundwork for more extensive future theory and experiments to fully
authenticate the method, particularly providing a more efficient (possibly
simulation-free) inference.","['Hamidreza Behjoo', 'Michael Chertkov']","['stat.ML', 'cs.LG']",2024-02-13 23:26:11+00:00
http://arxiv.org/abs/2402.08828v3,Fusing Individualized Treatment Rules Using Secondary Outcomes,"An individualized treatment rule (ITR) is a decision rule that recommends
treatments for patients based on their individual feature variables. In many
practices, the ideal ITR for the primary outcome is also expected to cause
minimal harm to other secondary outcomes. Therefore, our objective is to learn
an ITR that not only maximizes the value function for the primary outcome, but
also approximates the optimal rule for the secondary outcomes as closely as
possible. To achieve this goal, we introduce a fusion penalty to encourage the
ITRs based on different outcomes to yield similar recommendations. Two
algorithms are proposed to estimate the ITR using surrogate loss functions. We
prove that the agreement rate between the estimated ITR of the primary outcome
and the optimal ITRs of the secondary outcomes converges to the true agreement
rate faster than if the secondary outcomes are not taken into consideration.
Furthermore, we derive the non-asymptotic properties of the value function and
misclassification rate for the proposed method. Finally, simulation studies and
a real data example are used to demonstrate the finite-sample performance of
the proposed method.","['Daiqi Gao', 'Yuanjia Wang', 'Donglin Zeng']","['stat.ME', 'stat.AP', 'stat.ML']",2024-02-13 22:16:36+00:00
http://arxiv.org/abs/2402.08818v1,Corridor Geometry in Gradient-Based Optimization,"We characterize regions of a loss surface as corridors when the continuous
curves of steepest descent -- the solutions of the gradient flow -- become
straight lines. We show that corridors provide insights into gradient-based
optimization, since corridors are exactly the regions where gradient descent
and the gradient flow follow the same trajectory, while the loss decreases
linearly. As a result, inside corridors there are no implicit regularization
effects or training instabilities that have been shown to occur due to the
drift between gradient descent and the gradient flow. Using the loss linear
decrease on corridors, we devise a learning rate adaptation scheme for gradient
descent; we call this scheme Corridor Learning Rate (CLR). The CLR formulation
coincides with a special case of Polyak step-size, discovered in the context of
convex optimization. The Polyak step-size has been shown recently to have also
good convergence properties for neural networks; we further confirm this here
with results on CIFAR-10 and ImageNet.","['Benoit Dherin', 'Mihaela Rosca']","['stat.ML', 'cs.LG', 'math.OC']",2024-02-13 21:54:15+00:00
http://arxiv.org/abs/2402.08808v1,Depth Separation in Norm-Bounded Infinite-Width Neural Networks,"We study depth separation in infinite-width neural networks, where complexity
is controlled by the overall squared $\ell_2$-norm of the weights (sum of
squares of all weights in the network). Whereas previous depth separation
results focused on separation in terms of width, such results do not give
insight into whether depth determines if it is possible to learn a network that
generalizes well even when the network width is unbounded. Here, we study
separation in terms of the sample complexity required for learnability.
Specifically, we show that there are functions that are learnable with sample
complexity polynomial in the input dimension by norm-controlled depth-3 ReLU
networks, yet are not learnable with sub-exponential sample complexity by
norm-controlled depth-2 ReLU networks (with any value for the norm). We also
show that a similar statement in the reverse direction is not possible: any
function learnable with polynomial sample complexity by a norm-controlled
depth-2 ReLU network with infinite width is also learnable with polynomial
sample complexity by a norm-controlled depth-3 ReLU network.","['Suzanna Parkinson', 'Greg Ongie', 'Rebecca Willett', 'Ohad Shamir', 'Nathan Srebro']","['cs.LG', 'stat.ML']",2024-02-13 21:26:38+00:00
http://arxiv.org/abs/2402.08799v1,Projection-Free Online Convex Optimization with Time-Varying Constraints,"We consider the setting of online convex optimization with adversarial
time-varying constraints in which actions must be feasible w.r.t. a fixed
constraint set, and are also required on average to approximately satisfy
additional time-varying constraints. Motivated by scenarios in which the fixed
feasible set (hard constraint) is difficult to project on, we consider
projection-free algorithms that access this set only through a linear
optimization oracle (LOO). We present an algorithm that, on a sequence of
length $T$ and using overall $T$ calls to the LOO, guarantees
$\tilde{O}(T^{3/4})$ regret w.r.t. the losses and $O(T^{7/8})$ constraints
violation (ignoring all quantities except for $T$) . In particular, these
bounds hold w.r.t. any interval of the sequence. We also present a more
efficient algorithm that requires only first-order oracle access to the soft
constraints and achieves similar bounds w.r.t. the entire sequence. We extend
the latter to the setting of bandit feedback and obtain similar bounds (as a
function of $T$) in expectation.","['Dan Garber', 'Ben Kretzu']","['cs.LG', 'math.OC', 'stat.ML']",2024-02-13 21:13:29+00:00
http://arxiv.org/abs/2402.08667v1,Target Score Matching,"Denoising Score Matching estimates the score of a noised version of a target
distribution by minimizing a regression loss and is widely used to train the
popular class of Denoising Diffusion Models. A well known limitation of
Denoising Score Matching, however, is that it yields poor estimates of the
score at low noise levels. This issue is particularly unfavourable for problems
in the physical sciences and for Monte Carlo sampling tasks for which the score
of the clean original target is known. Intuitively, estimating the score of a
slightly noised version of the target should be a simple task in such cases. In
this paper, we address this shortcoming and show that it is indeed possible to
leverage knowledge of the target score. We present a Target Score Identity and
corresponding Target Score Matching regression loss which allows us to obtain
score estimates admitting favourable properties at low noise levels.","['Valentin De Bortoli', 'Michael Hutchinson', 'Peter Wirnsberger', 'Arnaud Doucet']","['cs.LG', 'stat.CO', 'stat.ML']",2024-02-13 18:48:28+00:00
http://arxiv.org/abs/2402.08711v2,"Correction to ""Wasserstein distance estimates for the distributions of numerical approximations to ergodic stochastic differential equations""","A method for analyzing non-asymptotic guarantees of numerical discretizations
of ergodic SDEs in Wasserstein-2 distance is presented by Sanz-Serna and
Zygalakis in ``Wasserstein distance estimates for the distributions of
numerical approximations to ergodic stochastic differential equations"". They
analyze the UBU integrator which is strong order two and only requires one
gradient evaluation per step, resulting in desirable non-asymptotic guarantees,
in particular $\mathcal{O}(d^{1/4}\epsilon^{-1/2})$ steps to reach a distance
of $\epsilon > 0$ in Wasserstein-2 distance away from the target distribution.
However, there is a mistake in the local error estimates in Sanz-Serna and
Zygalakis (2021), in particular, a stronger assumption is needed to achieve
these complexity estimates. This note reconciles the theory with the dimension
dependence observed in practice in many applications of interest.","['Daniel Paulin', 'Peter A. Whalley']","['stat.ML', 'cs.LG', 'cs.NA', 'math.NA', 'math.PR']",2024-02-13 18:31:55+00:00
http://arxiv.org/abs/2402.08621v2,A Generalized Approach to Online Convex Optimization,"In this paper, we analyze the problem of online convex optimization in
different settings. We show that any algorithm for online linear optimization
with fully adaptive adversaries is an algorithm for online convex optimization.
We also show that any such algorithm that requires full-information feedback
may be transformed to an algorithm with semi-bandit feedback with comparable
regret bound. We further show that algorithms that are designed for fully
adaptive adversaries using deterministic semi-bandit feedback can obtain
similar bounds using only stochastic semi-bandit feedback when facing oblivious
adversaries. We use this to describe general meta-algorithms to convert first
order algorithms to zeroth order algorithms with comparable regret bounds. Our
framework allows us to analyze online optimization in various settings, such
full-information feedback, bandit feedback, stochastic regret, adversarial
regret and various forms of non-stationary regret.","['Mohammad Pedramfar', 'Vaneet Aggarwal']","['cs.LG', 'math.OC', 'stat.ML']",2024-02-13 17:42:27+00:00
