id,title,abstract,authors,categories,date
http://arxiv.org/abs/2409.06890v1,Learning Deep Kernels for Non-Parametric Independence Testing,"The Hilbert-Schmidt Independence Criterion (HSIC) is a powerful tool for
nonparametric detection of dependence between random variables. It crucially
depends, however, on the selection of reasonable kernels; commonly-used choices
like the Gaussian kernel, or the kernel that yields the distance covariance,
are sufficient only for amply sized samples from data distributions with
relatively simple forms of dependence. We propose a scheme for selecting the
kernels used in an HSIC-based independence test, based on maximizing an
estimate of the asymptotic test power. We prove that maximizing this estimate
indeed approximately maximizes the true power of the test, and demonstrate that
our learned kernels can identify forms of structured dependence between random
variables in various experiments.","['Nathaniel Xu', 'Feng Liu', 'Danica J. Sutherland']","['stat.ML', 'cs.LG']",2024-09-10 22:18:07+00:00
http://arxiv.org/abs/2409.06886v1,Quasi-potential and drift decomposition in stochastic systems by sparse identification,"The quasi-potential is a key concept in stochastic systems as it accounts for
the long-term behavior of the dynamics of such systems. It also allows us to
estimate mean exit times from the attractors of the system, and transition
rates between states. This is of significance in many applications across
various areas such as physics, biology, ecology, and economy. Computation of
the quasi-potential is often obtained via a functional minimization problem
that can be challenging. This paper combines a sparse learning technique with
action minimization methods in order to: (i) Identify the orthogonal
decomposition of the deterministic vector field (drift) driving the stochastic
dynamics; (ii) Determine the quasi-potential from this decomposition. This
decomposition of the drift vector field into its gradient and orthogonal parts
is accomplished with the help of a machine learning-based sparse identification
technique. Specifically, the so-called sparse identification of non-linear
dynamics (SINDy) [1] is applied to the most likely trajectory in a stochastic
system (instanton) to learn the orthogonal decomposition of the drift.
Consequently, the quasi-potential can be evaluated even at points outside the
instanton path, allowing our method to provide the complete quasi-potential
landscape from this single trajectory. Additionally, the orthogonal drift
component obtained within our framework is important as a correction to the
exponential decay of transition rates and exit times. We implemented the
proposed approach in 2- and 3-D systems, covering various types of potential
landscapes and attractors.","['Leonardo Grigorio', 'Mnerh Alqahtani']","['cond-mat.stat-mech', 'math-ph', 'math.MP', 'stat.ML']",2024-09-10 22:02:15+00:00
http://arxiv.org/abs/2409.06879v1,Joint trajectory and network inference via reference fitting,"Network inference, the task of reconstructing interactions in a complex
system from experimental observables, is a central yet extremely challenging
problem in systems biology. While much progress has been made in the last two
decades, network inference remains an open problem. For systems observed at
steady state, limited insights are available since temporal information is
unavailable and thus causal information is lost. Two common avenues for gaining
causal insights into system behaviour are to leverage temporal dynamics in the
form of trajectories, and to apply interventions such as knock-out
perturbations. We propose an approach for leveraging both dynamical and
perturbational single cell data to jointly learn cellular trajectories and
power network inference. Our approach is motivated by min-entropy estimation
for stochastic dynamics and can infer directed and signed networks from
time-stamped single cell snapshots.",['Stephen Y Zhang'],"['q-bio.QM', 'cs.LG', 'stat.ML', '92C42, 62M10, 49Q22,']",2024-09-10 21:49:57+00:00
http://arxiv.org/abs/2409.06840v1,Uncertainty Quantification in Seismic Inversion Through Integrated Importance Sampling and Ensemble Methods,"Seismic inversion is essential for geophysical exploration and geological
assessment, but it is inherently subject to significant uncertainty. This
uncertainty stems primarily from the limited information provided by observed
seismic data, which is largely a result of constraints in data collection
geometry. As a result, multiple plausible velocity models can often explain the
same set of seismic observations. In deep learning-based seismic inversion,
uncertainty arises from various sources, including data noise, neural network
design and training, and inherent data limitations. This study introduces a
novel approach to uncertainty quantification in seismic inversion by
integrating ensemble methods with importance sampling. By leveraging ensemble
approach in combination with importance sampling, we enhance the accuracy of
uncertainty analysis while maintaining computational efficiency. The method
involves initializing each model in the ensemble with different weights,
introducing diversity in predictions and thereby improving the robustness and
reliability of the inversion outcomes. Additionally, the use of importance
sampling weights the contribution of each ensemble sample, allowing us to use a
limited number of ensemble samples to obtain more accurate estimates of the
posterior distribution. Our approach enables more precise quantification of
uncertainty in velocity models derived from seismic data. By utilizing a
limited number of ensemble samples, this method achieves an accurate and
reliable assessment of uncertainty, ultimately providing greater confidence in
seismic inversion results.","['Luping Qu', 'Mauricio Araya-Polo', 'Laurent Demanet']","['physics.geo-ph', 'stat.ML']",2024-09-10 19:53:12+00:00
http://arxiv.org/abs/2409.06654v1,Estimation and Inference for Causal Functions with Multiway Clustered Data,"This paper proposes methods of estimation and uniform inference for a general
class of causal functions, such as the conditional average treatment effects
and the continuous treatment effects, under multiway clustering. The causal
function is identified as a conditional expectation of an adjusted
(Neyman-orthogonal) signal that depends on high-dimensional nuisance
parameters. We propose a two-step procedure where the first step uses machine
learning to estimate the high-dimensional nuisance parameters. The second step
projects the estimated Neyman-orthogonal signal onto a dictionary of basis
functions whose dimension grows with the sample size. For this two-step
procedure, we propose both the full-sample and the multiway cross-fitting
estimation approaches. A functional limit theory is derived for these
estimators. To construct the uniform confidence bands, we develop a novel
resampling procedure, called the multiway cluster-robust sieve score bootstrap,
that extends the sieve score bootstrap (Chen and Christensen, 2018) to the
novel setting with multiway clustering. Extensive numerical simulations
showcase that our methods achieve desirable finite-sample behaviors. We apply
the proposed methods to analyze the causal relationship between mistrust levels
in Africa and the historical slave trade. Our analysis rejects the null
hypothesis of uniformly zero effects and reveals heterogeneous treatment
effects, with significant impacts at higher levels of trade volumes.","['Nan Liu', 'Yanbo Liu', 'Yuya Sasaki']","['econ.EM', 'stat.ME', 'stat.ML']",2024-09-10 17:17:53+00:00
http://arxiv.org/abs/2409.06593v1,Advancing Causal Inference: A Nonparametric Approach to ATE and CATE Estimation with Continuous Treatments,"This paper introduces a generalized ps-BART model for the estimation of
Average Treatment Effect (ATE) and Conditional Average Treatment Effect (CATE)
in continuous treatments, addressing limitations of the Bayesian Causal Forest
(BCF) model. The ps-BART model's nonparametric nature allows for flexibility in
capturing nonlinear relationships between treatment and outcome variables.
Across three distinct sets of Data Generating Processes (DGPs), the ps-BART
model consistently outperforms the BCF model, particularly in highly nonlinear
settings. The ps-BART model's robustness in uncertainty estimation and accuracy
in both point-wise and probabilistic estimation demonstrate its utility for
real-world applications. This research fills a crucial gap in causal inference
literature, providing a tool better suited for nonlinear treatment-outcome
relationships and opening avenues for further exploration in the domain of
continuous treatment effect estimation.","['Hugo Gobato Souto', 'Francisco Louzada Neto']","['stat.ML', 'cs.LG', 'stat.AP']",2024-09-10 15:34:48+00:00
http://arxiv.org/abs/2409.06560v1,A Primer on Variational Inference for Physics-Informed Deep Generative Modelling,"Variational inference (VI) is a computationally efficient and scalable
methodology for approximate Bayesian inference. It strikes a balance between
accuracy of uncertainty quantification and practical tractability. It excels at
generative modelling and inversion tasks due to its built-in Bayesian
regularisation and flexibility, essential qualities for physics related
problems. Deriving the central learning objective for VI must often be tailored
to new learning tasks where the nature of the problems dictates the conditional
dependence between variables of interest, such as arising in physics problems.
In this paper, we provide an accessible and thorough technical introduction to
VI for forward and inverse problems, guiding the reader through standard
derivations of the VI framework and how it can best be realized through deep
learning. We then review and unify recent literature exemplifying the creative
flexibility allowed by VI. This paper is designed for a general scientific
audience looking to solve physics-based problems with an emphasis on
uncertainty quantification.","['Alex Glyn-Davies', 'Arnaud Vadeboncoeur', 'O. Deniz Akyildiz', 'Ieva Kazlauskaite', 'Mark Girolami']","['stat.ML', 'cs.LG', 'physics.comp-ph']",2024-09-10 14:43:03+00:00
http://arxiv.org/abs/2409.06555v1,Deep Neural Networks: Multi-Classification and Universal Approximation,"We demonstrate that a ReLU deep neural network with a width of $2$ and a
depth of $2N+4M-1$ layers can achieve finite sample memorization for any
dataset comprising $N$ elements in $\mathbb{R}^d$, where $d\ge1,$ and $M$
classes, thereby ensuring accurate classification.
  By modeling the neural network as a time-discrete nonlinear dynamical system,
we interpret the memorization property as a problem of simultaneous or ensemble
controllability. This problem is addressed by constructing the network
parameters inductively and explicitly, bypassing the need for training or
solving any optimization problem.
  Additionally, we establish that such a network can achieve universal
approximation in $L^p(\Omega;\mathbb{R}_+)$, where $\Omega$ is a bounded subset
of $\mathbb{R}^d$ and $p\in[1,\infty)$, using a ReLU deep neural network with a
width of $d+1$. We also provide depth estimates for approximating $W^{1,p}$
functions and width estimates for approximating $L^p(\Omega;\mathbb{R}^m)$ for
$m\geq1$. Our proofs are constructive, offering explicit values for the biases
and weights involved.","['Martín Hernández', 'Enrique Zuazua']","['stat.ML', 'cs.LG', 'math.OC', '68T07, 93C10, 34H05']",2024-09-10 14:31:21+00:00
http://arxiv.org/abs/2409.06554v2,Modelling Global Trade with Optimal Transport,"Global trade is shaped by a complex mix of factors beyond supply and demand,
including tangible variables like transport costs and tariffs, as well as less
quantifiable influences such as political and economic relations.
Traditionally, economists model trade using gravity models, which rely on
explicit covariates but often struggle to capture these subtler drivers of
trade. In this work, we employ optimal transport and a deep neural network to
learn a time-dependent cost function from data, without imposing a specific
functional form. This approach consistently outperforms traditional gravity
models in accuracy while providing natural uncertainty quantification. Applying
our framework to global food and agricultural trade, we show that the global
South suffered disproportionately from the war in Ukraine's impact on wheat
markets. We also analyze the effects of free-trade agreements and trade
disputes with China, as well as Brexit's impact on British trade with Europe,
uncovering hidden patterns that trade volumes alone cannot reveal.","['Thomas Gaskin', 'Marie-Therese Wolfram', 'Andrew Duncan', 'Guven Demirel']","['math.OC', 'cs.LG', 'stat.ML', '49Q22, 91B70, 90B06', 'J.4; G.3; I.2.6']",2024-09-10 14:31:03+00:00
http://arxiv.org/abs/2409.06530v2,Functionally Constrained Algorithm Solves Convex Simple Bilevel Problems,"This paper studies simple bilevel problems, where a convex upper-level
function is minimized over the optimal solutions of a convex lower-level
problem. We first show the fundamental difficulty of simple bilevel problems,
that the approximate optimal value of such problems is not obtainable by
first-order zero-respecting algorithms. Then we follow recent works to pursue
the weak approximate solutions. For this goal, we propose novel near-optimal
methods for smooth and nonsmooth problems by reformulating them into
functionally constrained problems.","['Huaqing Zhang', 'Lesi Chen', 'Jing Xu', 'Jingzhao Zhang']","['math.OC', 'cs.LG', 'stat.ML']",2024-09-10 14:05:12+00:00
